title,description,answer,links
Деятельность государственных институтов,"Вопрос: ""Вы в целом одобряете или не одобряете деятельность:"" (закрытый вопрос, один ответ).","('Президента России', 'Председателя Правительства России (премьер-министра)', 'Правительства России', 'Государственной Думы России', 'Совета Федерации')",https://wciom.ru/ratings/dejatelnost-gosudarstvennykh-institutov/fileadmin/user_upload/ratings/state_institutions.xlsx
